pagina,testo
301,"SS. CORPO E SANGUE DI CRISTO

Docti sacris institútis,
panem, vinum in salútis
consecrámus hóstiam.

Obbedienti al suo comando,
consacriamo il pane e il vino,
ostia di salvezza.

Dogma datur christiánis,
quod in carnem transit panis
et vinum in sánguinem.

È certezza a noi cristiani:
si trasforma il pane in carne,
si fa sangue il vino.

Quod non capis, quod non vides,
animósa firmat fides,
praeter rerum órdinem.

Tu non vedi, non comprendi,
ma la fede ti conferma,
oltre la natura.

Sub divérsis speciébus,
signis tantum et non rebus,
latent res exímiae.

È un segno ciò che appare:
nasconde nel mistero
realtà sublimi.

Caro cibus, sanguis potus:
manet tamen Christus totus
sub utráque spécie.

Mangi carne, bevi sangue;
ma rimane Cristo intero
in ciascuna specie.

A suménte non concísus,
non confráctus, non divísus,
ínteger accípitur.

Chi ne mangia non lo spezza,
né separa, né divide:
intatto lo riceve.

Sumit unus, sumunt mille:
quantum isti, tantum ille:
nec sumptus consúmitur.

Siano uno, siano mille,
ugualmente lo ricevono:
mai è consumato.

Sumunt boni, sumunt mali:
sorte tamen inaequáli,
vitae vel intéritus.

Vanno i buoni, vanno gli empi;
ma diversa ne è la sorte:
vita o morte provoca.

Mors est malis, vita bonis:
vide paris sumptiónis
quam sit dispar éxitus.

Vita ai buoni, morte agli empi:
nella stessa comunione
ben diverso è l’esito!

Fracto demum sacraménto,
ne vacílles, sed meménto,
tantum esse sub fragménto,
quantum toto tégitur.

Quando spezzi il sacramento
non temere, ma ricorda:
Cristo è tanto in ogni parte,
quanto nell’intero.
"
302,"
Nulla rei fit scissúra,
signi tantum fit fractúra,
qua nec status, nec statúra
signáti minúitur.]

È diviso solo il segno
non si tocca la sostanza;
nulla è diminuito
della sua persona.]

Ecce panis angelórum,
factus cibus viatórum:
vere panis filiórum,
non mitténdus cánibus.

Ecco il pane degli angeli,
pane dei pellegrini,
vero pane dei figli:
non dev’essere gettato.

In figúris praesignátur,
cum Isaac immolátur:
agnus Paschae deputátur,
datur manna pátribus.

Con i simboli è annunziato,
in Isacco dato a morte,
nell’agnello della Pasqua,
nella manna data ai padri.

Bone pastor, panis vere,
Iesu, nostri miserére:
tu nos pasce, nos tuére:
tu nos bona fac vidére
in terra vivéntium.

Buon pastore, vero pane,
o Gesù, pietà di noi:
nùtrici e difendici,
portaci ai beni eterni
nella terra dei viventi.

Tu qui cuncta scis et vales,
qui nos pascis hic mortáles:
tuos ibi commensáles,
coherédes et sodáles
fac sanctórum cívium.

Tu che tutto sai e puoi,
che ci nutri sulla terra,
conduci i tuoi fratelli
alla tavola del cielo
nella gioia dei tuoi santi.

CANTO AL VANGELO
Gv 6, 51

Alleluia, alleluia.
Io sono il pane vivo, disceso dal cielo, dice il Signore,
se uno mangia di questo pane vivrà in eterno.
Alleluia."
303,"SS. CORPO E SANGUE DI CRISTO

VANGELO

Questo è il mio corpo. Questo è il mio sangue.

Dal Vangelo secondo Marco
14, 12-16.22-26

Il primo giorno degli àzzimi, quando si immolava la Pasqua, i discepoli dissero a Gesù: «Dove

vuoi che andiamo a preparare, perché tu possa
mangiare la Pasqua?».

Allora mandò due dei suoi discepoli, dicendo
loro: «Andate in città e vi verrà incontro un uomo con una
brocca d’acqua; seguitelo. Là dove entrerà, dite al padrone di
casa: “Il Maestro dice: Dov’è la mia stanza, in cui io possa
mangiare la Pasqua con i miei discepoli?”. Egli vi mostrerà al
piano superiore una grande sala, arredata e già pronta; lì preparate la cena per noi».
I discepoli andarono e, entrati in città, trovarono come aveva
detto loro e prepararono la Pasqua.
Mentre mangiavano, prese il pane e recitò la benedizione, lo
spezzò e lo diede loro, dicendo: «Prendete, questo è il mio
corpo». Poi prese un calice e rese grazie, lo diede loro e ne
bevvero tutti. E disse loro: «Questo è il mio sangue dell’alleanza, che è versato per molti. In verità io vi dico che non
berrò mai più del frutto della vite fino al giorno in cui lo
berrò nuovo, nel regno di Dio».
Dopo aver cantato l’inno, uscirono verso il monte degli Ulivi.
Parola del Signore."
304,"VENERDÌ DOPO LA II DOMENICA DOPO PENTECOSTE

SOLENNITÀ DEL SACRATISSIMO
CUORE DI GESÙ
PRIMA LETTURA

Il mio cuore si commuove dentro di me.

Dal libro del profeta Osèa
11, 1.3-4.8c-9

Quando Israele era fanciullo,

io l’ho amato
e dall’Egitto ho chiamato mio figlio.

A Èfraim io insegnavo a camminare
tenendolo per mano,
ma essi non compresero
che avevo cura di loro.
Io li traevo con legami di bontà,
con vincoli d’amore,
ero per loro
come chi solleva un bimbo alla sua guancia,
mi chinavo su di lui
per dargli da mangiare.
Il mio cuore si commuove dentro di me,
il mio intimo freme di compassione.
Non darò sfogo all’ardore della mia ira,
non tornerò a distruggere Èfraim,
perché sono Dio e non uomo;
"
305,"SACRATISSIMO CUORE DI GESÙ

sono il Santo in mezzo a te
e non verrò da te nella mia ira.
Parola di Dio.

SALMO RESPONSORIALE
Da Is 12, 2-6

Attingeremo con gioia alle sorgenti della salvezza.
Ecco, Dio è la mia salvezza;
io avrò fiducia, non avrò timore,
perché mia forza e mio canto è il Signore;
egli è stato la mia salvezza.
Attingerete acqua con gioia
alle sorgenti della salvezza.
Rendete grazie al Signore e invocate il suo nome,
proclamate fra i popoli le sue opere,
fate ricordare che il suo nome è sublime.
Cantate inni al Signore, perché ha fatto cose eccelse,
le conosca tutta la terra.
Canta ed esulta, tu che abiti in Sion,
perché grande in mezzo a te è il Santo d’Israele.
"
306,"
SECONDA LETTURA

Conoscere l’amore di Cristo
che supera ogni conoscenza.

Dalla lettera di san Paolo apostolo agli Efesìni
3, 8-12.14-19

Fratelli, a me, che sono l’ultimo fra tutti i santi, è

stata concessa questa grazia: annunciare alle genti le
impenetrabili ricchezze di Cristo e illuminare tutti
sulla attuazione del mistero nascosto da secoli in Dio, creatore dell’universo, affinché, per mezzo della Chiesa, sia ora manifestata ai Principati e alle Potenze dei cieli la multiforme
sapienza di Dio, secondo il progetto eterno che egli ha attuato in Cristo Gesù nostro Signore, nel quale abbiamo la libertà
di accedere a Dio in piena fiducia mediante la fede in lui.
Per questo io piego le ginocchia davanti al Padre, dal quale ha
origine ogni discendenza in cielo e sulla terra, perché vi conceda, secondo la ricchezza della sua gloria, di essere potentemente rafforzati nell’uomo interiore mediante il suo Spirito.
Che il Cristo abiti per mezzo della fede nei vostri cuori, e così, radicati e fondati nella carità, siate in grado di comprendere con tutti i santi quale sia l’ampiezza, la lunghezza, l’altezza e la profondità, e di conoscere l’amore di Cristo che supera ogni conoscenza, perché siate ricolmi di tutta la pienezza di Dio.
Parola di Dio.
"
307,"SACRATISSIMO CUORE DI GESÙ

CANTO AL VANGELO

Mt 11, 29a

Alleluia, alleluia.
Prendete il mio giogo sopra di voi, dice il Signore,
e imparate da me, che sono mite e umile di cuore.
Alleluia.

Oppure:

1 Gv 4, 10b

Alleluia, alleluia.
Dio ha amato noi e ha mandato il suo Figlio
come vittima di espiazione per i nostri peccati.
Alleluia.
"
308,"
VANGELO

Uno dei soldati gli colpì il fianco,
e subito ne uscì sangue e acqua.

Dal Vangelo secondo Giovanni
19, 31-37

Era il giorno della Parascève e i Giudei, perché i

corpi non rimanessero sulla croce durante il sabato – era infatti un giorno solenne quel sabato –, chiesero a Pilato che fossero spezzate loro le gambe e fossero portati via.

Vennero dunque i soldati e spezzarono le gambe all’uno e all’altro che erano stati crocifissi insieme con lui. Venuti però
da Gesù, vedendo che era già morto, non gli spezzarono le
gambe, ma uno dei soldati con una lancia gli colpì il fianco, e
subito ne uscì sangue e acqua.
Chi ha visto ne dà testimonianza e la sua testimonianza è vera; egli sa che dice il vero, perché anche voi crediate. Questo
infatti avvenne perché si compisse la Scrittura: «Non gli sarà
spezzato alcun osso». E un altro passo della Scrittura dice ancora: «Volgeranno lo sguardo a colui che hanno trafitto».
Parola del Signore.
"
309,"TEMPO
ORDINARIO"
310,
311,"II DOMENICA
DEL TEMPO ORDINARIO
PRIMA LETTURA

Parla, Signore, perché il tuo servo ti ascolta.

Dal primo libro di Samuèle
3, 3b-10.19

In quei giorni, Samuèle dormiva nel tempio del Signore, dove si trovava l’arca di Dio.


Allora il Signore chiamò: «Samuèle!» ed egli rispose:
«Eccomi», poi corse da Eli e gli disse: «Mi hai chiamato, eccomi!». Egli rispose: «Non ti ho chiamato, torna a dormire!».
Tornò e si mise a dormire.
Ma il Signore chiamò di nuovo: «Samuèle!»; Samuèle si alzò e
corse da Eli dicendo: «Mi hai chiamato, eccomi!». Ma quello rispose di nuovo: «Non ti ho chiamato, figlio mio, torna a dormire!». In realtà Samuèle fino allora non aveva ancora conosciuto
il Signore, né gli era stata ancora rivelata la parola del Signore.
Il Signore tornò a chiamare: «Samuèle!» per la terza volta;
questi si alzò nuovamente e corse da Eli dicendo: «Mi hai
chiamato, eccomi!». Allora Eli comprese che il Signore chiamava il giovane. Eli disse a Samuèle: «Vattene a dormire e, se
ti chiamerà, dirai: “Parla, Signore, perché il tuo servo ti
ascolta”». Samuèle andò a dormire al suo posto.
Venne il Signore, stette accanto a lui e lo chiamò come le altre volte: «Samuèle, Samuèle!». Samuèle rispose subito:"
312,"
«Parla, perché il tuo servo ti ascolta».
Samuèle crebbe e il Signore fu con lui, né lasciò andare a
vuoto una sola delle sue parole.
Parola di Dio.

SALMO RESPONSORIALE
Dal Salmo 39 (40)

Ecco, Signore, io vengo per fare la tua volontà.
Ho sperato, ho sperato nel Signore,
ed egli su di me si è chinato,
ha dato ascolto al mio grido.
Mi ha messo sulla bocca un canto nuovo,
una lode al nostro Dio.
Sacrificio e offerta non gradisci,
gli orecchi mi hai aperto,
non hai chiesto olocausto né sacrificio per il peccato.
Allora ho detto: «Ecco, io vengo».
«Nel rotolo del libro su di me è scritto
di fare la tua volontà:
mio Dio, questo io desidero;
la tua legge è nel mio intimo».
Ho annunciato la tua giustizia
nella grande assemblea;
vedi: non tengo chiuse le labbra,
Signore, tu lo sai."
313,"II DOMENICA

SECONDA LETTURA

I vostri corpi sono membra di Cristo.

Dalla prima lettera di san Paolo apostolo ai Corìnzi
6, 13c-15a.17-20

Fratelli, il corpo non è per l’impurità, ma per il Signore, e il Signore è per il corpo. Dio, che ha risuscitato

il Signore, risusciterà anche noi con la sua potenza.

Non sapete che i vostri corpi sono membra di Cristo? Chi si
unisce al Signore forma con lui un solo spirito. State lontani
dall’impurità! Qualsiasi peccato l’uomo commetta, è fuori
del suo corpo; ma chi si dà all’impurità, pecca contro il proprio corpo.
Non sapete che il vostro corpo è tempio dello Spirito Santo,
che è in voi? Lo avete ricevuto da Dio e voi non appartenete a
voi stessi. Infatti siete stati comprati a caro prezzo: glorificate dunque Dio nel vostro corpo!
Parola di Dio.

CANTO AL VANGELO
Gv 1, 41.17b

Alleluia, alleluia.
«Abbiamo trovato il Messia»:
la grazia e la verità vennero per mezzo di lui.
Alleluia."
314,"
VANGELO

Videro dove dimorava e rimasero con lui.

Dal Vangelo secondo Giovanni
1, 35-42

In quel tempo Giovanni stava con due dei suoi

discepoli e, fissando lo sguardo su Gesù che
passava, disse: «Ecco l’agnello di Dio!». E i
suoi due discepoli, sentendolo parlare così, seguirono Gesù.

Gesù allora si voltò e, osservando che essi lo seguivano, disse loro: «Che cosa cercate?». Gli risposero: «Rabbì – che,
tradotto, significa maestro –, dove dimori?». Disse loro:
«Venite e vedrete». Andarono dunque e videro dove egli dimorava e quel giorno rimasero con lui; erano circa le quattro
del pomeriggio.
Uno dei due che avevano udito le parole di Giovanni e lo
avevano seguito, era Andrea, fratello di Simon Pietro. Egli
incontrò per primo suo fratello Simone e gli disse: «Abbiamo
trovato il Messia» – che si traduce Cristo – e lo condusse da
Gesù. Fissando lo sguardo su di lui, Gesù disse: «Tu sei Simone, il figlio di Giovanni; sarai chiamato Cefa» – che significa Pietro.
Parola del Signore.
"
315,"III DOMENICA
DEL TEMPO ORDINARIO
PRIMA LETTURA

I Niniviti si convertirono
dalla loro condotta malvagia.

Dal libro del profeta Giona
3, 1-5.10

Fu rivolta a Giona questa parola del Signore: «Àlzati,

va’ a Nìnive, la grande città, e annuncia loro quanto
ti dico». Giona si alzò e andò a Nìnive secondo la parola del Signore.
Nìnive era una città molto grande, larga tre giornate di cammino. Giona cominciò a percorrere la città per un giorno di
cammino e predicava: «Ancora quaranta giorni e Nìnive sarà
distrutta».
I cittadini di Nìnive credettero a Dio e bandirono un digiuno,
vestirono il sacco, grandi e piccoli.
Dio vide le loro opere, che cioè si erano convertiti dalla loro
condotta malvagia, e Dio si ravvide riguardo al male che aveva minacciato di fare loro e non lo fece.
Parola di Dio.
"
316,"
SALMO RESPONSORIALE
Dal Salmo 24 (25)

Fammi conoscere, Signore, le tue vie.
Fammi conoscere, Signore, le tue vie,
insegnami i tuoi sentieri.
Guidami nella tua fedeltà e istruiscimi,
perché sei tu il Dio della mia salvezza.
Ricòrdati, Signore, della tua misericordia
e del tuo amore, che è da sempre.
Ricòrdati di me nella tua misericordia,
per la tua bontà, Signore.
Buono e retto è il Signore,
indica ai peccatori la via giusta;
guida i poveri secondo giustizia,
insegna ai poveri la sua via.
"
317,"III DOMENICA

SECONDA LETTURA

Passa la figura di questo mondo.

Dalla prima lettera di san Paolo apostolo ai Corìnzi
7, 29-31

Questo vi dico, fratelli: il tempo si è fatto breve; d’ora innanzi, quelli che hanno moglie, vivano come se

non l’avessero; quelli che piangono, come se non
piangessero; quelli che gioiscono, come se non gioissero;
quelli che comprano, come se non possedessero; quelli che
usano i beni del mondo, come se non li usassero pienamente:
passa infatti la figura di questo mondo!
Parola di Dio.

CANTO AL VANGELO
Mc 1, 15

Alleluia, alleluia.
Il regno di Dio è vicino;
convertitevi e credete nel Vangelo.
Alleluia."
318,"
VANGELO

Convertitevi e credete al Vangelo.

Dal Vangelo secondo Marco
1, 14-20

Dopo che Giovanni fu arrestato, Gesù andò nella

Galilea, proclamando il vangelo di Dio, e diceva: «Il tempo è compiuto e il regno di Dio è vicino; convertitevi e credete nel Vangelo».

Passando lungo il mare di Galilea, vide Simone
e Andrea, fratello di Simone, mentre gettavano le reti in mare; erano infatti pescatori. Gesù disse loro: «Venite dietro a
me, vi farò diventare pescatori di uomini». E subito lasciarono le reti e lo seguirono.
Andando un poco oltre, vide Giacomo, figlio di Zebedèo, e
Giovanni suo fratello, mentre anch’essi nella barca riparavano
le reti. E subito li chiamò. Ed essi lasciarono il loro padre Zebedèo nella barca con i garzoni e andarono dietro a lui.
Parola del Signore.
"
319,"IV DOMENICA
DEL TEMPO ORDINARIO
PRIMA LETTURA

Susciterò un profeta
e gli porrò in bocca le mie parole.

Dal libro del Deuteronòmio
18, 15-20

Mosè parlò al popolo dicendo:


«Il Signore, tuo Dio, susciterà per te, in mezzo a
te, tra i tuoi fratelli, un profeta pari a me. A lui darete ascolto.
Avrai così quanto hai chiesto al Signore, tuo Dio, sull’Oreb, il
giorno dell’assemblea, dicendo: “Che io non oda più la voce
del Signore, mio Dio, e non veda più questo grande fuoco,
perché non muoia”.
Il Signore mi rispose: “Quello che hanno detto, va bene. Io
susciterò loro un profeta in mezzo ai loro fratelli e gli porrò
in bocca le mie parole ed egli dirà loro quanto io gli comanderò. Se qualcuno non ascolterà le parole che egli dirà in mio
nome, io gliene domanderò conto. Ma il profeta che avrà la
presunzione di dire in mio nome una cosa che io non gli ho
comandato di dire, o che parlerà in nome di altri dèi, quel
profeta dovrà morire”».
Parola di Dio.
"
320,"
SALMO RESPONSORIALE
Dal Salmo 94 (95)

Ascoltate oggi la voce del Signore.
Venite, cantiamo al Signore,
acclamiamo la roccia della nostra salvezza.
Accostiamoci a lui per rendergli grazie,
a lui acclamiamo con canti di gioia.
Entrate: prostràti, adoriamo,
in ginocchio davanti al Signore che ci ha fatti.
È lui il nostro Dio
e noi il popolo del suo pascolo,
il gregge che egli conduce.
Se ascoltaste oggi la sua voce!
«Non indurite il cuore come a Merìba,
come nel giorno di Massa nel deserto,
dove mi tentarono i vostri padri:
mi misero alla prova
pur avendo visto le mie opere».
"
