testo,pagina
"Mosè parlò al popolo dicendo: «Obbedirai alla voce del Signore, tuo Dio, osservando i suoi comandi e i suoi decreti, scritti in questo libro della legge, e ti convertirai al Signore, tuo Dio, con tutto il cuore e con tutta l’anima. Questo comando che oggi ti ordino non è troppo alto per te, né troppo lontano da te. Non è nel cielo, perché tu dica: “Chi salirà per noi in cielo, per prendercelo e farcelo udire, affinché possiamo eseguirlo?”. Non è di là dal mare, perché tu dica: “Chi attraverserà per noi il mare, per prendercelo e farcelo udire, affinché possiamo eseguirlo?”. Anzi, questa parola è molto vicina a te, è nella tua bocca e nel tuo cuore, perché tu la metta in pratica». Parola di Dio. PRIMA LETTURA Questa parola è molto vicina a te, perché tu la metta in pratica. Dal libro del Deuteronòmio 30, 10-14 XV DOMENICA DEL TEMPO ORDINARIO",383
"I precetti del Signore fanno gioire il cuore. La legge del Signore è perfetta, rinfranca l’anima; la testimonianza del Signore è stabile, rende saggio il semplice. I precetti del Signore sono retti, fanno gioire il cuore; il comando del Signore è limpido, illumina gli occhi. Il timore del Signore è puro, rimane per sempre; i giudizi del Signore sono fedeli, sono tutti giusti. Più preziosi dell’oro, di molto oro fino, più dolci del miele e di un favo stillante. SALMO RESPONSORIALE Dal Salmo 18",384
"Cristo Gesù è immagine del Dio invisibile, primogenito di tutta la creazione, perché in lui furono create tutte le cose nei cieli e sulla terra, quelle visibili e quelle invisibili: Troni, Dominazioni, Principati e Potenze. Tutte le cose sono state create per mezzo di lui e in vista di lui. Egli è prima di tutte le cose e tutte in lui sussistono. Egli è anche il capo del corpo, della Chiesa. Egli è principio, primogenito di quelli che risorgono dai morti, perché sia lui ad avere il primato su tutte le cose. È piaciuto infatti a Dio che abiti in lui tutta la pienezza e che per mezzo di lui e in vista di lui siano riconciliate tutte le cose, avendo pacificato con il sangue della sua croce sia le cose che stanno sulla terra, sia quelle che stanno nei cieli. Parola di Dio. SECONDA LETTURA Tutte le cose sono state create per mezzo di lui e in vista di lui. Dalla lettera di san Paolo apostolo ai Colossési 1, 15-20",385
"Alleluia, alleluia. Le tue parole, Signore, sono spirito e vita; tu hai parole di vita eterna. Alleluia. In quel tempo, un dottore della Legge si alzò per mettere alla prova Gesù e chiese: «Maestro, che cosa devo fare per ereditare la vita eterna?». Gesù gli disse: «Che cosa sta scritto nella Legge? Come leggi?». Costui rispose: «Amerai il Signore tuo Dio con tutto il tuo cuore, con tutta la tua anima, con tutta la tua forza e con tutta la tua mente, e il tuo prossimo come te stesso». Gli disse: «Hai risposto bene; fa’ questo e vivrai». Dal Vangelo secondo Luca 10, 25-37 VANGELO Chi è il mio prossimo? CANTO AL VANGELO Cf. Gv 6, 63c.68c",386
"Ma quello, volendo giustificarsi, disse a Gesù: «E chi è mio prossimo?». Gesù riprese: «Un uomo scendeva da Gerusalemme a Gèrico e cadde nelle mani dei briganti, che gli portarono via tutto, lo percossero a sangue e se ne andarono, lasciandolo mezzo morto. Per caso, un sacerdote scendeva per quella medesima strada e, quando lo vide, passò oltre. Anche un levìta, giunto in quel luogo, vide e passò oltre. Invece un Samaritano, che era in viaggio, passandogli accanto, vide e ne ebbe compassione. Gli si fece vicino, gli fasciò le ferite, versandovi olio e vino; poi lo caricò sulla sua cavalcatura, lo portò in un albergo e si prese cura di lui. Il giorno seguente, tirò fuori due denari e li diede all’albergatore, dicendo: “Abbi cura di lui; ciò che spenderai in più, te lo pagherò al mio ritorno”. Chi di questi tre ti sembra sia stato prossimo di colui che è caduto nelle mani dei briganti?». Quello rispose: «Chi ha avuto compassione di lui». Gesù gli disse: «Va’ e anche tu fa’ così». Parola del Signore.",387
"In quei giorni, il Signore apparve ad Abramo alle Querce di Mamre, mentre egli sedeva all’ingresso della tenda nell’ora più calda del giorno. Egli alzò gli occhi e vide che tre uomini stavano in piedi presso di lui. Appena li vide, corse loro incontro dall’ingresso della tenda e si prostrò fino a terra, dicendo: «Mio signore, se ho trovato grazia ai tuoi occhi, non passare oltre senza fermarti dal tuo servo. Si vada a prendere un po’ d’acqua, lavatevi i piedi e accomodatevi sotto l’albero. Andrò a prendere un boccone di pane e ristoratevi; dopo potrete proseguire, perché è ben per questo che voi siete passati dal vostro servo». Quelli dissero: «Fa’ pure come hai detto». Allora Abramo andò in fretta nella tenda, da Sara, e disse: «Presto, tre sea di fior di farina, impastala e fanne focacce». All’armento corse lui stesso, Abramo; prese un vitello tenero e buono e lo diede al servo, che si affrettò a prepararlo. Prese panna e latte fresco insieme con il vitello, che aveva preparato, e li porse loro. Così, mentre egli stava in piedi presso di loro sotto l’albero, quelli mangiarono. PRIMA LETTURA Signore, non passare oltre senza fermarti dal tuo servo. Dal libro della Gènesi 18, 1-10a XVI DOMENICA DEL TEMPO ORDINARIO",388
"Poi gli dissero: «Dov’è Sara, tua moglie?». Rispose: «È là nella tenda». Riprese: «Tornerò da te fra un anno a questa data e allora Sara, tua moglie, avrà un figlio». Parola di Dio. Chi teme il Signore, abiterà nella sua tenda. Colui che cammina senza colpa, pratica la giustizia e dice la verità che ha nel cuore, non sparge calunnie con la sua lingua. Non fa danno al suo prossimo e non lancia insulti al suo vicino. Ai suoi occhi è spregevole il malvagio, ma onora chi teme il Signore. Non presta il suo denaro a usura e non accetta doni contro l’innocente. Colui che agisce in questo modo resterà saldo per sempre. SALMO RESPONSORIALE Dal Salmo 14 (15)",389
"Fratelli, sono lieto nelle sofferenze che sopporto per voi e do compimento a ciò che, dei patimenti di Cristo, manca nella mia carne, a favore del suo corpo che è la Chiesa. Di essa sono diventato ministro, secondo la missione affidatami da Dio verso di voi di portare a compimento la parola di Dio, il mistero nascosto da secoli e da generazioni, ma ora manifestato ai suoi santi. A loro Dio volle far conoscere la gloriosa ricchezza di questo mistero in mezzo alle genti: Cristo in voi, speranza della gloria. È lui infatti che noi annunciamo, ammonendo ogni uomo e istruendo ciascuno con ogni sapienza, per rendere ogni uomo perfetto in Cristo. Parola di Dio. SECONDA LETTURA Il mistero nascosto da secoli, ora è manifestato ai santi. Dalla lettera di san Paolo apostolo ai Colossési 1, 24-28",390
"In quel tempo, mentre erano in cammino, Gesù entrò in un villaggio e una donna, di nome Marta, lo ospitò. Ella aveva una sorella, di nome Maria, la quale, seduta ai piedi del Signore, ascoltava la sua parola. Marta invece era distolta per i molti servizi. Allora si fece avanti e disse: «Signore, non t’importa nulla che mia sorella mi abbia lasciata sola a servire? Dille dunque che mi aiuti». Ma il Signore le rispose: «Marta, Marta, tu ti affanni e ti agiti per molte cose, ma di una cosa sola c’è bisogno. Maria ha scelto la parte migliore, che non le sarà tolta». Parola del Signore. Alleluia, alleluia. Beati coloro che custodiscono la parola di Dio con cuore integro e buono, e producono frutto con perseveranza. Alleluia. CANTO AL VANGELO Cf. Lc 8, 15 Dal Vangelo secondo Luca 10, 38-42 VANGELO Marta lo ospitò. Maria ha scelto la parte migliore.",391
"In quei giorni, disse il Signore: «Il grido di Sòdoma e Gomorra è troppo grande e il loro peccato è molto grave. Voglio scendere a vedere se proprio hanno fatto tutto il male di cui è giunto il grido fino a me; lo voglio sapere!». Quegli uomini partirono di là e andarono verso Sòdoma, mentre Abramo stava ancora alla presenza del Signore. Abramo gli si avvicinò e gli disse: «Davvero sterminerai il giusto con l’empio? Forse vi sono cinquanta giusti nella città: davvero li vuoi sopprimere? E non perdonerai a quel luogo per riguardo ai cinquanta giusti che vi si trovano? Lontano da te il far morire il giusto con l’empio, così che il giusto sia trattato come l’empio; lontano da te! Forse il giudice di tutta la terra non praticherà la giustizia?». Rispose il Signore: «Se a Sòdoma troverò cinquanta giusti nell’ambito della città, per riguardo a loro perdonerò a tutto quel luogo». Abramo riprese e disse: «Vedi come ardisco parlare al mio Signore, io che sono polvere e cenere: forse ai cinquanta giusti PRIMA LETTURA Non si adiri il mio Signore, se parlo. Dal libro della Gènesi 18, 20-32 XVII DOMENICA DEL TEMPO ORDINARIO",392
"ne mancheranno cinque; per questi cinque distruggerai tutta la città?». Rispose: «Non la distruggerò, se ve ne troverò quarantacinque». Abramo riprese ancora a parlargli e disse: «Forse là se ne troveranno quaranta». Rispose: «Non lo farò, per riguardo a quei quaranta». Riprese: «Non si adiri il mio Signore, se parlo ancora: forse là se ne troveranno trenta». Rispose: «Non lo farò, se ve ne troverò trenta». Riprese: «Vedi come ardisco parlare al mio Signore! Forse là se ne troveranno venti». Rispose: «Non la distruggerò per riguardo a quei venti». Riprese: «Non si adiri il mio Signore, se parlo ancora una volta sola: forse là se ne troveranno dieci». Rispose: «Non la distruggerò per riguardo a quei dieci». Parola di Dio. Nel giorno in cui ti ho invocato mi hai risposto. Ti rendo grazie, Signore, con tutto il cuore: hai ascoltato le parole della mia bocca. Non agli dèi, ma a te voglio cantare, mi prostro verso il tuo tempio santo. Rendo grazie al tuo nome per il tuo amore e la tua fedeltà: hai reso la tua promessa più grande del tuo nome. Nel giorno in cui ti ho invocato, mi hai risposto, hai accresciuto in me la forza. SALMO RESPONSORIALE Dal Salmo 137 (138)",393
"Perché eccelso è il Signore, ma guarda verso l’umile; il superbo invece lo riconosce da lontano. Se cammino in mezzo al pericolo, tu mi ridoni vita; contro la collera dei miei avversari stendi la tua mano. La tua destra mi salva. Il Signore farà tutto per me. Signore, il tuo amore è per sempre: non abbandonare l’opera delle tue mani. Fratelli, con Cristo sepolti nel battesimo, con lui siete anche risorti mediante la fede nella potenza di Dio, che lo ha risuscitato dai morti. Con lui Dio ha dato vita anche a voi, che eravate morti a causa delle colpe e della non circoncisione della vostra carne, perdonandoci tutte le colpe e annullando il documento scritto contro di noi che, con le prescrizioni, ci era contrario: lo ha tolto di mezzo inchiodandolo alla croce. Parola di Dio. SECONDA LETTURA Con lui Dio ha dato vita anche a voi, perdonando tutte le colpe. Dalla lettera di san Paolo apostolo ai Colossési 2, 12-14",394
"Alleluia, alleluia. Avete ricevuto lo Spirito che rende figli adottivi, per mezzo del quale gridiamo: Abbà! Padre! Alleluia. CANTO AL VANGELO Rm 8, 15bc esù si trovava in un luogo a pregare; quando ebbe finito, uno dei suoi discepoli gli disse: «Signore, insegnaci a pregare, come anche Giovanni ha insegnato ai suoi discepoli». Ed egli disse loro: «Quando pregate, dite: “Padre, sia santificato il tuo nome, venga il tuo regno; dacci ogni giorno il nostro pane quotidiano, e perdona a noi i nostri peccati, anche noi infatti perdoniamo a ogni nostro debitore, e non abbandonarci alla tentazione”». Dal Vangelo secondo Luca 11, 1-13 VANGELO Chiedete e vi sarà dato. G",395
"Poi disse loro: «Se uno di voi ha un amico e a mezzanotte va da lui a dirgli: “Amico, prestami tre pani, perché è giunto da me un amico da un viaggio e non ho nulla da offrirgli”; e se quello dall’interno gli risponde: “Non m’importunare, la porta è già chiusa, io e i miei bambini siamo a letto, non posso alzarmi per darti i pani”, vi dico che, anche se non si alzerà a darglieli perché è suo amico, almeno per la sua invadenza si alzerà a dargliene quanti gliene occorrono. Ebbene, io vi dico: chiedete e vi sarà dato, cercate e troverete, bussate e vi sarà aperto. Perché chiunque chiede riceve e chi cerca trova e a chi bussa sarà aperto. Quale padre tra voi, se il figlio gli chiede un pesce, gli darà una serpe al posto del pesce? O se gli chiede un uovo, gli darà uno scorpione? Se voi dunque, che siete cattivi, sapete dare cose buone ai vostri figli, quanto più il Padre vostro del cielo darà lo Spirito Santo a quelli che glielo chiedono!». Parola del Signore.",396
"Vanità delle vanità, dice Qoèlet, vanità delle vanità: tutto è vanità. Chi ha lavorato con sapienza, con scienza e con successo dovrà poi lasciare la sua parte a un altro che non vi ha per nulla faticato. Anche questo è vanità e un grande male. Infatti, quale profitto viene all’uomo da tutta la sua fatica e dalle preoccupazioni del suo cuore, con cui si affanna sotto il sole? Tutti i suoi giorni non sono che dolori e fastidi penosi; neppure di notte il suo cuore riposa. Anche questo è vanità! Parola di Dio. PRIMA LETTURA Quale profitto viene all’uomo da tutta la sua fatica? Dal libro del Qoèlet 1, 2; 2, 21-23 XVIII DOMENICA DEL TEMPO ORDINARIO",397
"Signore, sei stato per noi un rifugio di generazione in generazione. Tu fai ritornare l’uomo in polvere, quando dici: «Ritornate, figli dell’uomo». Mille anni, ai tuoi occhi, sono come il giorno di ieri che è passato, come un turno di veglia nella notte. Tu li sommergi: sono come un sogno al mattino, come l’erba che germoglia; al mattino fiorisce e germoglia, alla sera è falciata e secca. Insegnaci a contare i nostri giorni e acquisteremo un cuore saggio. Ritorna, Signore: fino a quando? Abbi pietà dei tuoi servi! Saziaci al mattino con il tuo amore: esulteremo e gioiremo per tutti i nostri giorni. Sia su di noi la dolcezza del Signore, nostro Dio: rendi salda per noi l’opera delle nostre mani, l’opera delle nostre mani rendi salda. SALMO RESPONSORIALE Dal Salmo 89 (90)",398
"Fratelli, se siete risorti con Cristo, cercate le cose di lassù, dove è Cristo, seduto alla destra di Dio; rivolgete il pensiero alle cose di lassù, non a quelle della terra. Voi infatti siete morti e la vostra vita è nascosta con Cristo in Dio! Quando Cristo, vostra vita, sarà manifestato, allora anche voi apparirete con lui nella gloria. Fate morire dunque ciò che appartiene alla terra: impurità, immoralità, passioni, desideri cattivi e quella cupidigia che è idolatria. Non dite menzogne gli uni agli altri: vi siete svestiti dell’uomo vecchio con le sue azioni e avete rivestito il nuovo, che si rinnova per una piena conoscenza, ad immagine di Colui che lo ha creato. Qui non vi è Greco o Giudeo, circoncisione o incirconcisione, barbaro, Scita, schiavo, libero, ma Cristo è tutto e in tutti. Parola di Dio. SECONDA LETTURA Cercate le cose di lassù, dove è Cristo. Dalla lettera di san Paolo apostolo ai Colossési 3, 1-5.9-11",399
