pagina,testo
506,"9-10-2007



XXXIV E ULTIMA DOMENICA DEL TEMPO ORDINARIO

SOLENNITÀ DI NOSTRO SIGNORE
GESÙ CRISTO RE DELL’UNIVERSO
PRIMA LETTURA

Voi siete mio gregge,
io giudicherò tra pecora e pecora.

Dal libro del profeta Ezechièle
34, 11-12.15-17

Così dice il Signore Dio: Ecco, io stesso cercherò le

mie pecore e le passerò in rassegna. Come un pastore
passa in rassegna il suo gregge quando si trova in
mezzo alle sue pecore che erano state disperse, così io passerò in rassegna le mie pecore e le radunerò da tutti i luoghi
dove erano disperse nei giorni nuvolosi e di caligine.
Io stesso condurrò le mie pecore al pascolo e io le farò riposare. Oracolo del Signore Dio. Andrò in cerca della pecora
perduta e ricondurrò all’ovile quella smarrita, fascerò quella
ferita e curerò quella malata, avrò cura della grassa e della
forte; le pascerò con giustizia.
A te, mio gregge, così dice il Signore Dio: Ecco, io giudicherò
fra pecora e pecora, fra montoni e capri.
Parola di Dio.
"
507,"9-10-2007




SALMO RESPONSORIALE
Dal Salmo 22 (23)

Il Signore è il mio pastore: non manco di nulla.
Il Signore è il mio pastore:
non manco di nulla.
Su pascoli erbosi mi fa riposare.
Ad acque tranquille mi conduce.
Rinfranca l’anima mia,
mi guida per il giusto cammino
a motivo del suo nome.
Davanti a me tu prepari una mensa
sotto gli occhi dei miei nemici.
Ungi di olio il mio capo;
il mio calice trabocca.
tutti i giorni della mia vita,
abiterò ancora nella casa del Signore
per lunghi giorni.
"
508,"9-10-2007



N.S. GESÙ CRISTO RE DELL’UNIVERSO

SECONDA LETTURA

Consegnerà il regno a Dio Padre,
perché Dio sia tutto in tutti.

Dalla prima lettera di san Paolo apostolo ai Corìnzi
15, 20-26.28

Fratelli, Cristo è risorto dai morti, primizia di coloro

che sono morti. Perché, se per mezzo di un uomo
venne la morte, per mezzo di un uomo verrà anche la
risurrezione dei morti. Come infatti in Adamo tutti muoiono,
così in Cristo tutti riceveranno la vita.
Ognuno però al suo posto: prima Cristo, che è la primizia;
poi, alla sua venuta, quelli che sono di Cristo. Poi sarà la fine,
quando egli consegnerà il regno a Dio Padre, dopo avere ridotto al nulla ogni Principato e ogni Potenza e Forza.
È necessario infatti che egli regni finché non abbia posto tutti
i nemici sotto i suoi piedi. L’ultimo nemico a essere annientato sarà la morte.
E quando tutto gli sarà stato sottomesso, anch’egli, il Figlio,
sarà sottomesso a Colui che gli ha sottomesso ogni cosa, perché Dio sia tutto in tutti.
Parola di Dio.
"
509,"9-10-2007




CANTO AL VANGELO
Mc 11, 9.10

Alleluia, alleluia.
Benedetto colui che viene nel nome del Signore!
Benedetto il Regno che viene, del nostro padre Davide!
Alleluia.

VANGELO
Siederà sul trono della sua gloria
e separerà gli uni dagli altri.

Dal Vangelo secondo Matteo
25, 31-46

In quel tempo, Gesù disse ai suoi discepoli:


«Quando il Figlio dell’uomo verrà nella sua gloria, e tutti gli angeli con lui, siederà sul trono
della sua gloria. Davanti a lui verranno radunati
tutti i popoli. Egli separerà gli uni dagli altri,
come il pastore separa le pecore dalle capre, e porrà le pecore
alla sua destra e le capre alla sinistra.
benedetti del Padre mio, ricevete in eredità il regno preparato
per voi fin dalla creazione del mondo, perché ho avuto fame e"
510,
511,"9-10-2007



N.S. GESÙ CRISTO RE DELL’UNIVERSO

mi avete dato da mangiare, ho avuto sete e mi avete dato da
bere, ero straniero e mi avete accolto, nudo e mi avete vestito, malato e mi avete visitato, ero in carcere e siete venuti a
trovarmi”.
Allora i giusti gli risponderanno: “Signore, quando ti abbiamo
visto affamato e ti abbiamo dato da mangiare, o assetato e ti
abbiamo dato da bere? Quando mai ti abbiamo visto straniero
e ti abbiamo accolto, o nudo e ti abbiamo vestito? Quando
mai ti abbiamo visto malato o in carcere e siamo venuti a
visitarti?”. E il re risponderà loro: “In verità io vi dico: tutto
quello che avete fatto a uno solo di questi miei fratelli più
piccoli, l’avete fatto a me”.
da me, maledetti, nel fuoco eterno, preparato per il diavolo e
per i suoi angeli, perché ho avuto fame e non mi avete dato
da mangiare, ho avuto sete e non mi avete dato da bere, ero
straniero e non mi avete accolto, nudo e non mi avete vestito,
malato e in carcere e non mi avete visitato”.
Anch’essi allora risponderanno: “Signore, quando ti abbiamo
visto affamato o assetato o straniero o nudo o malato o in
carcere, e non ti abbiamo servito?”. Allora egli risponderà
loro: “In verità io vi dico: tutto quello che non avete fatto a
uno solo di questi più piccoli, non l’avete fatto a me”.
E se ne andranno: questi al supplizio eterno, i giusti invece
alla vita eterna».
Parola del Signore.
"
512,9-10-2007
513,"9-10-2007



DAL PROPRIO
DEI SANTI"
514,9-10-2007
515,"9-10-2007



2 FEBBRAIO

PRESENTAZIONE
DEL SIGNORE
Festa

Quando questa festa ricorre in domenica, si proclamano le tre letture qui
indicate; se la festa ricorre in settimana, si sceglie come prima lettura una
delle due che precedono il Vangelo; il Salmo responsoriale è sempre lo
stesso.

PRIMA LETTURA
Entrerà nel suo tempio il Signore che voi cercate.

Dal libro del profeta Malachìa
3, 1-4

Così dice il Signore Dio:


«Ecco, io manderò un mio messaggero a preparare la
via davanti a me e subito entrerà nel suo tempio il
Signore che voi cercate; e l’angelo dell’alleanza, che voi sospirate, eccolo venire, dice il Signore degli eserciti.
Chi sopporterà il giorno della sua venuta? Chi resisterà al suo
apparire? Egli è come il fuoco del fonditore e come la lisciva
dei lavandai.
Siederà per fondere e purificare l’argento; purificherà i figli
di Levi, li affinerà come oro e argento, perché possano offrire
al Signore un’offerta secondo giustizia.
Allora l’offerta di Giuda e di Gerusalemme sarà gradita al Signore come nei giorni antichi, come negli anni lontani».
Parola di Dio."
516,"9-10-2007



PROPRIO DEI SANTI – 2 FEBBRAIO

SALMO RESPONSORIALE
Dal Salmo 23 (24)

Vieni, Signore, nel tuo tempio santo.
Alzate, o porte, la vostra fronte,
alzatevi, soglie antiche,
ed entri il re della gloria.
Chi è questo re della gloria?
Il Signore forte e valoroso,
il Signore valoroso in battaglia.
Alzate, o porte, la vostra fronte,
alzatevi, soglie antiche,
ed entri il re della gloria.
Chi è mai questo re della gloria?
Il Signore degli eserciti è il re della gloria.
"
517,"9-10-2007



PRESENTAZIONE DEL SIGNORE

SECONDA LETTURA

Doveva rendersi in tutto simile ai fratelli.

Dalla lettera agli Ebrei
2, 14-18

Poiché i figli hanno in comune il sangue e la carne,

anche Cristo allo stesso modo ne è divenuto partecipe, per ridurre all’impotenza mediante la morte colui
che della morte ha il potere, cioè il diavolo, e liberare così
quelli che, per timore della morte, erano soggetti a schiavitù
per tutta la vita.
Egli infatti non si prende cura degli angeli, ma della stirpe di
Abramo si prende cura. Perciò doveva rendersi in tutto simile
ai fratelli, per diventare un sommo sacerdote misericordioso
e degno di fede nelle cose che riguardano Dio, allo scopo di
espiare i peccati del popolo.
Infatti, proprio per essere stato messo alla prova e avere sofferto personalmente, egli è in grado di venire in aiuto a quelli che subiscono la prova.
Parola di Dio.
"
518,"9-10-2007



PROPRIO DEI SANTI – 2 FEBBRAIO

CANTO AL VANGELO
Lc 2, 30.32

Alleluia, alleluia.
I miei occhi hanno visto la tua salvezza:
luce per rivelarti alle genti
e gloria del tuo popolo, Israele.
Alleluia.
VANGELO
I miei occhi hanno visto la tua salvezza.

Dal Vangelo secondo Luca
2, 22-40

Quando furono compiuti i giorni della loro purificazione rituale, secondo la legge di Mosè,

Maria e Giuseppe portarono il bambino a Gerusalemme per presentarlo al Signore – come
è scritto nella legge del Signore: «Ogni maschio primogenito sarà sacro al Signore» – e
per offrire in sacrificio una coppia di tortore o due giovani
colombi, come prescrive la legge del Signore.
Ora a Gerusalemme c’era un uomo di nome Simeone, uomo
giusto e pio, che aspettava la consolazione d’Israele, e lo Spirito Santo era su di lui. Lo Spirito Santo gli aveva preannunciato che non avrebbe visto la morte senza prima aver veduto
il Cristo del Signore."
519,"9-10-2007



PRESENTAZIONE DEL SIGNORE

Mosso dallo Spirito, si recò al tempio e, mentre i genitori vi
portavano il bambino Gesù per fare ciò che la Legge prescriveva a suo riguardo, anch’egli lo accolse tra le braccia e benedisse Dio, dicendo:
«Ora puoi lasciare, o Signore, che il tuo servo
vada in pace, secondo la tua parola,
perché i miei occhi hanno visto la tua salvezza,
preparata da te davanti a tutti i popoli:
luce per rivelarti alle genti
e gloria del tuo popolo, Israele».
Il padre e la madre di Gesù si stupivano delle cose che si dicevano di lui. Simeone li benedisse e a Maria, sua madre, disse: «Ecco, egli è qui per la caduta e la risurrezione di molti in
Israele e come segno di contraddizione – e anche a te una
spada trafiggerà l’anima –, affinché siano svelati i pensieri di
molti cuori».
C’era anche una profetessa, Anna, figlia di Fanuèle, della
tribù di Aser. Era molto avanzata in età, aveva vissuto con il
marito sette anni dopo il suo matrimonio, era poi rimasta vedova e ora aveva ottantaquattro anni. Non si allontanava mai
dal tempio, servendo Dio notte e giorno con digiuni e preghiere. Sopraggiunta in quel momento, si mise anche lei a lodare Dio e parlava del bambino a quanti aspettavano la redenzione di Gerusalemme.
Quando ebbero adempiuto ogni cosa secondo la legge del
Signore, fecero ritorno in Galilea, alla loro città di Nàzaret. Il
bambino cresceva e si fortificava, pieno di sapienza, e la grazia di Dio era su di lui.
Parola del Signore."
520,"9-10-2007



PROPRIO DEI SANTI – 2 FEBBRAIO

Forma breve:
I miei occhi hanno visto la tua salvezza.

Dal Vangelo secondo Luca
2, 22-32

Quando furono compiuti i giorni della loro purificazione rituale, secondo la legge di Mosè,

Maria e Giuseppe portarono il bambino a Gerusalemme per presentarlo al Signore – come
è scritto nella legge del Signore: «Ogni maschio primogenito sarà sacro al Signore» – e
per offrire in sacrificio una coppia di tortore o due giovani
colombi, come prescrive la legge del Signore.
Ora a Gerusalemme c’era un uomo di nome Simeone, uomo
giusto e pio, che aspettava la consolazione d’Israele, e lo Spirito Santo era su di lui. Lo Spirito Santo gli aveva preannunciato che non avrebbe visto la morte senza prima aver veduto
il Cristo del Signore.
Mosso dallo Spirito, si recò al tempio e, mentre i genitori vi
portavano il bambino Gesù per fare ciò che la Legge prescriveva a suo riguardo, anch’egli lo accolse tra le braccia e benedisse Dio, dicendo:
«Ora puoi lasciare, o Signore, che il tuo servo
vada in pace, secondo la tua parola,
perché i miei occhi hanno visto la tua salvezza,
preparata da te davanti a tutti i popoli:
luce per rivelarti alle genti
e gloria del tuo popolo, Israele».
Parola del Signore."
521,"9-10-2007



24 GIUGNO

NATIVITÀ
DI SAN GIOVANNI BATTISTA
Solennità

Alla Messa vespertina
nella vigilia

PRIMA LETTURA

Prima di formarti nel grembo materno,
ti ho conosciuto.

Dal libro del profeta Geremìa
1, 4-10

Nei giorni del re Giosìa mi fu rivolta questa parola del

Signore:

«Prima di formarti nel grembo materno, ti ho conosciuto,
prima che tu uscissi alla luce, ti ho consacrato;
ti ho stabilito profeta delle nazioni».
Risposi: «Ahimè, Signore Dio!
Ecco, io non so parlare, perché sono giovane».
Ma il Signore mi disse: «Non dire: “Sono giovane”.
Tu andrai da tutti coloro a cui ti manderò
e dirai tutto quello che io ti ordinerò.
Non aver paura di fronte a loro,
perché io sono con te per proteggerti».
Oracolo del Signore.
Il Signore stese la mano
e mi toccò la bocca,
e il Signore mi disse:
«Ecco, io metto le mie parole sulla tua bocca.
Vedi, oggi ti do autorità
sopra le nazioni e sopra i regni"
522,"9-10-2007



PROPRIO DEI SANTI – 24 GIUGNO

per sradicare e demolire,
per distruggere e abbattere,
per edificare e piantare».
Parola di Dio.

SALMO RESPONSORIALE
Dal Salmo 70 (71)

Dal grembo di mia madre sei tu il mio sostegno.
In te, Signore, mi sono rifugiato,
mai sarò deluso.
Per la tua giustizia, liberami e difendimi,
tendi a me il tuo orecchio e salvami.
Sii tu la mia roccia,
una dimora sempre accessibile;
hai deciso di darmi salvezza:
davvero mia rupe e mia fortezza tu sei!
Mio Dio, liberami dalle mani del malvagio.
Sei tu, mio Signore, la mia speranza,
la mia fiducia, Signore, fin dalla mia giovinezza.
Su di te mi appoggiai fin dal grembo materno,
dal seno di mia madre sei tu il mio sostegno.
La mia bocca racconterà la tua giustizia,
ogni giorno la tua salvezza.
Fin dalla giovinezza, o Dio, mi hai istruito
e oggi ancora proclamo le tue meraviglie."
523,"9-10-2007



NATIVITÀ DI SAN GIOVANNI BATTISTA

SECONDA LETTURA

Su questa salvezza
indagarono e scrutarono i profeti.

Dalla prima lettera di san Pietro apostolo
1, 8-12

Carissimi, voi amate Gesù Cristo, pur senza averlo visto e ora, senza vederlo, credete in lui. Perciò esultate di gioia indicibile e gloriosa, mentre raggiungete

la mèta della vostra fede: la salvezza delle anime.
Su questa salvezza indagarono e scrutarono i profeti, che
preannunciavano la grazia a voi destinata; essi cercavano di
sapere quale momento o quali circostanze indicasse lo Spirito
di Cristo che era in loro, quando prediceva le sofferenze destinate a Cristo e le glorie che le avrebbero seguite. A loro fu
rivelato che, non per se stessi, ma per voi erano servitori di
quelle cose che ora vi sono annunciate per mezzo di coloro
che vi hanno portato il Vangelo mediante lo Spirito Santo,
mandato dal cielo: cose nelle quali gli angeli desiderano fissare lo sguardo.
Parola di Dio.
"
524,"9-10-2007



PROPRIO DEI SANTI – 24 GIUGNO

CANTO AL VANGELO
Cf. Gv 1, 7; Lc 1, 17

Alleluia, alleluia.
Venne per rendere testimonianza alla luce
e preparare al Signore un popolo ben disposto.
Alleluia.

VANGELO
Ti darà un figlio e tu lo chiamerai Giovanni.

Dal Vangelo secondo Luca
1, 5-17

Al tempo di Erode, re della Giudea, vi era un sacerdote di nome Zaccarìa, della classe di Abìa,

che aveva in moglie una discendente di Aronne,
di nome Elisabetta. Ambedue erano giusti davanti a Dio e osservavano irreprensibili tutte le
leggi e le prescrizioni del Signore. Essi non
avevano figli, perché Elisabetta era sterile e tutti e due erano
avanti negli anni.
Avvenne che, mentre Zaccarìa svolgeva le sue funzioni sacerdotali davanti al Signore durante il turno della sua classe, gli
"
525,"9-10-2007



NATIVITÀ DI SAN GIOVANNI BATTISTA

toccò in sorte, secondo l’usanza del servizio sacerdotale, di
entrare nel tempio del Signore per fare l’offerta dell’incenso.
Fuori, tutta l’assemblea del popolo stava pregando nell’ora
dell’incenso.
Apparve a lui un angelo del Signore, ritto alla destra dell’altare dell’incenso. Quando lo vide, Zaccarìa si turbò e fu preso
da timore. Ma l’angelo gli disse: «Non temere, Zaccarìa, la tua
preghiera è stata esaudita e tua moglie Elisabetta ti darà un
figlio, e tu lo chiamerai Giovanni. Avrai gioia ed esultanza, e
molti si rallegreranno della sua nascita, perché egli sarà grande davanti al Signore; non berrà vino né bevande inebrianti,
sarà colmato di Spirito Santo fin dal seno di sua madre e ricondurrà molti figli d’Israele al Signore loro Dio. Egli camminerà innanzi a lui con lo spirito e la potenza di Elìa, per ricondurre i cuori dei padri verso i figli e i ribelli alla saggezza
dei giusti e preparare al Signore un popolo ben disposto».
Parola del Signore.
"
526,"9-10-2007



24 GIUGNO

NATIVITÀ
DI SAN GIOVANNI BATTISTA
Solennità

Alla Messa del giorno

PRIMA LETTURA

Ti renderò luce delle nazioni.

Dal libro del profeta Isaìa
49, 1-6

Ascoltatemi, o isole,

udite attentamente, nazioni lontane;
il Signore dal seno materno mi ha chiamato,
fino dal grembo di mia madre ha pronunciato il mio nome.
Ha reso la mia bocca come spada affilata,
mi ha nascosto all’ombra della sua mano,
mi ha reso freccia appuntita,
mi ha riposto nella sua faretra.
Mi ha detto: «Mio servo tu sei, Israele,
sul quale manifesterò la mia gloria».
Io ho risposto: «Invano ho faticato,
per nulla e invano ho consumato le mie forze.
Ma, certo, il mio diritto è presso il Signore,
la mia ricompensa presso il mio Dio».
Ora ha parlato il Signore,
che mi ha plasmato suo servo dal seno materno
per ricondurre a lui Giacobbe
e a lui riunire Israele
– poiché ero stato onorato dal Signore"
