testo,pagina
"n quei giorni, Amasìa, [sacerdote di Betel,] disse ad
Amos: «Vattene, veggente, ritìrati nella terra di Giu-
da; là mangerai il tuo pane e là potrai profetizzare,
ma a Betel non profetizzare più, perché questo è il santuario
del re ed è il tempio del regno». 
Amos rispose ad Amasìa e disse:
«Non ero profeta né figlio di profeta;
ero un mandriano e coltivavo piante di sicomòro.
Il Signore mi prese,
mi chiamò mentre seguivo il gregge.
Il Signore mi disse:
Va’, profetizza al mio popolo Israele». 
Parola di Dio.
PRIMA LETTURA
Va’, profetizza al mio popolo.
Dal libro del profeta Amos
7, 12-15
XV DOMENICA 
DEL TEMPO ORDINARIO
I",375
"Mostraci, Signore, la tua misericordia.
Ascolterò che cosa dice Dio, il Signore:
egli annuncia la pace
per il suo popolo, per i suoi fedeli.
Sì, la sua salvezza è vicina a chi lo teme,
perché la sua gloria abiti la nostra terra.
Amore e verità s’incontreranno,
giustizia e pace si baceranno.
Verità germoglierà dalla terra
e giustizia si affaccerà dal cielo.
Certo, il Signore donerà il suo bene
e la nostra terra darà il suo frutto;
giustizia camminerà davanti a lui:
i suoi passi tracceranno il cammino.
SALMO RESPONSORIALE
Dal Salmo 84 (85)",376
"enedetto Dio, Padre del Signore nostro Gesù Cristo,
che ci ha benedetti con ogni benedizione spirituale
nei cieli in Cristo.
In lui ci ha scelti prima della creazione del mondo
per essere santi e immacolati di fronte a lui nella carità,
predestinandoci a essere per lui figli adottivi
mediante Gesù Cristo,
secondo il disegno d’amore della sua volontà,
a lode dello splendore della sua grazia,
di cui ci ha gratificati nel Figlio amato.
In lui, mediante il suo sangue,
abbiamo la redenzione, il perdono delle colpe,
secondo la ricchezza della sua grazia.
Egli l’ha riversata in abbondanza su di noi
con ogni sapienza e intelligenza,
facendoci conoscere il mistero della sua volontà,
secondo la benevolenza che in lui si era proposto
per il governo della pienezza dei tempi:
ricondurre al Cristo, unico capo, tutte le cose,
quelle nei cieli e quelle sulla terra.
In lui siamo stati fatti anche eredi,
predestinati – secondo il progetto di colui
che tutto opera secondo la sua volontà –
a essere lode della sua gloria,
noi, che già prima abbiamo sperato nel Cristo.
SECONDA LETTURA
In lui ci ha scelti prima della creazione del mondo.
Dalla lettera di san Paolo apostolo agli Efesìni
1, 3-14
B",377
"In lui anche voi,
dopo avere ascoltato la parola della verità,
il Vangelo della vostra salvezza,
e avere in esso creduto, 
avete ricevuto il sigillo dello Spirito Santo che era stato
promesso,
il quale è caparra della nostra eredità,
in attesa della completa redenzione
di coloro che Dio si è acquistato a lode della sua gloria. 
Parola di Dio.
enedetto Dio, Padre del Signore nostro Gesù Cristo,
che ci ha benedetti con ogni benedizione spirituale
nei cieli in Cristo.
In lui ci ha scelti prima della creazione del mondo
per essere santi e immacolati di fronte a lui nella carità,
predestinandoci a essere per lui figli adottivi
mediante Gesù Cristo,
secondo il disegno d’amore della sua volontà,
a lode dello splendore della sua grazia,
di cui ci ha gratificati nel Figlio amato.
Forma breve:
In lui ci ha scelti prima della creazione del mondo.
Dalla lettera di san Paolo apostolo agli Efesìni
1, 3-10
B",378
"In lui, mediante il suo sangue,
abbiamo la redenzione, il perdono delle colpe,
secondo la ricchezza della sua grazia.
Egli l’ha riversata in abbondanza su di noi
con ogni sapienza e intelligenza,
facendoci conoscere il mistero della sua volontà,
secondo la benevolenza che in lui si era proposto
per il governo della pienezza dei tempi:
ricondurre al Cristo, unico capo, tutte le cose,
quelle nei cieli e quelle sulla terra.
Parola di Dio.
Alleluia, alleluia.
Il Padre del Signore nostro Gesù Cristo 
illumini gli occhi del nostro cuore 
per farci comprendere a quale speranza ci ha chiamati.
Alleluia.
CANTO AL VANGELO
Cf. Ef 1, 17-18",379
"n quel tempo, Gesù chiamò a sé i Dodici e pre-
se a mandarli a due a due e dava loro potere
sugli spiriti impuri. E ordinò loro di non pren-
dere per il viaggio nient’altro che un bastone:
né pane, né sacca, né denaro nella cintura; ma
di calzare sandali e di non portare due tuniche. 
E diceva loro: «Dovunque entriate in una casa, rimanetevi fin-
ché non sarete partiti di lì. Se in qualche luogo non vi acco-
gliessero e non vi ascoltassero, andatevene e scuotete la pol-
vere sotto i vostri piedi come testimonianza per loro». 
Ed essi, partiti, proclamarono che la gente si convertisse,
scacciavano molti demòni, ungevano con olio molti infermi e
li guarivano.
Parola del Signore.
Dal Vangelo secondo Marco
6, 7-13
VANGELO
Prese a mandarli.
I",380
"ice il Signore:
«Guai ai pastori che fanno perire e disperdono il
gregge del mio pascolo. Oracolo del Signore. 
Perciò dice il Signore, Dio d’Israele, contro i pastori che devo-
no pascere il mio popolo: Voi avete disperso le mie pecore, le
avete scacciate e non ve ne siete preoccupati; ecco io vi pu-
nirò per la malvagità delle vostre opere. Oracolo del Signore. 
Radunerò io stesso il resto delle mie pecore da tutte le regio-
ni dove le ho scacciate e le farò tornare ai loro pascoli; saran-
no feconde e si moltiplicheranno. Costituirò sopra di esse pa-
stori che le faranno pascolare, così che non dovranno più te-
mere né sgomentarsi; non ne mancherà neppure una. Oracolo
del Signore.
Ecco, verranno giorni – oracolo del Signore – 
nei quali susciterò a Davide un germoglio giusto,
che regnerà da vero re e sarà saggio
ed eserciterà il diritto e la giustizia sulla terra.
Nei suoi giorni Giuda sarà salvato
PRIMA LETTURA
Radunerò il resto delle mie pecore, 
costituirò sopra di esse pastori.
Dal libro del profeta Geremìa
23, 1-6
XVI DOMENICA 
DEL TEMPO ORDINARIO
D",381
"Il Signore è il mio pastore: non manco di nulla.
Il Signore è il mio pastore:
non manco di nulla.
Su pascoli erbosi mi fa riposare,
ad acque tranquille mi conduce.
Rinfranca l’anima mia.
Mi guida per il giusto cammino
a motivo del suo nome.
Anche se vado per una valle oscura,
non temo alcun male, perché tu sei con me.
Il tuo bastone e il tuo vincastro
mi danno sicurezza.
Davanti a me tu prepari una mensa
sotto gli occhi dei miei nemici.
Ungi di olio il mio capo;
il mio calice trabocca.
Sì, bontà e fedeltà mi saranno compagne
tutti i giorni della mia vita,
abiterò ancora nella casa del Signore
per lunghi giorni.
SALMO RESPONSORIALE
Salmo 22 (23)
e Israele vivrà tranquillo,
e lo chiameranno con questo nome:
Signore-nostra-giustizia». 
Parola di Dio.",382
"ratelli, ora, in Cristo Gesù, voi che un tempo erava-
te lontani, siete diventati vicini, grazie al sangue
di Cristo.
Egli infatti è la nostra pace,
colui che di due ha fatto una cosa sola,
abbattendo il muro di separazione che li divideva,
cioè l’inimicizia, per mezzo della sua carne.
Così egli ha abolito la Legge, fatta di prescrizioni e di decreti,
per creare in se stesso, dei due, un solo uomo nuovo,
facendo la pace,
e per riconciliare tutti e due con Dio in un solo corpo,
per mezzo della croce,
eliminando in se stesso l’inimicizia.
Egli è venuto ad annunciare pace a voi che eravate lontani,
e pace a coloro che erano vicini.
Per mezzo di lui infatti possiamo presentarci, gli uni e gli altri,
al Padre in un solo Spirito.
Parola di Dio.
SECONDA LETTURA
Egli è la nostra pace, 
colui che di due ha fatto una cosa sola.
Dalla lettera di san Paolo apostolo agli Efesìni
2, 13-18
F",383
"Alleluia, alleluia.
Le mie pecore ascoltano la mia voce, dice il Signore,
e io le conosco ed esse mi seguono.
Alleluia.
n quel tempo, gli apostoli si riunirono attorno
a Gesù e gli riferirono tutto quello che avevano
fatto e quello che avevano insegnato. Ed egli
disse loro: «Venite in disparte, voi soli, in un
luogo deserto, e riposatevi un po’». Erano in-
fatti molti quelli che andavano e venivano e
non avevano neanche il tempo di mangiare. 
Allora andarono con la barca verso un luogo deserto, in di-
sparte. Molti però li videro partire e capirono, e da tutte le
città accorsero là a piedi e li precedettero. 
Sceso dalla barca, egli vide una grande folla, ebbe compassio-
ne di loro, perché erano come pecore che non hanno pastore,
e si mise a insegnare loro molte cose.
Parola del Signore.
Dal Vangelo secondo Marco
6, 30-34
VANGELO
Erano come pecore che non hanno pastore.
CANTO AL VANGELO
Gv 10, 27
I",384
"n quei giorni, da Baal-Salisà venne un uomo, che
portò pane di primizie all’uomo di Dio: venti pani
d’orzo e grano novello che aveva nella bisaccia. 
Eliseo disse: «Dallo da mangiare alla gente». Ma il suo servi-
tore disse: «Come posso mettere questo davanti a cento per-
sone?». Egli replicò: «Dallo da mangiare alla gente. Poiché co-
sì dice il Signore: “Ne mangeranno e ne faranno avanzare”». 
Lo pose davanti a quelli, che mangiarono e ne fecero avanza-
re, secondo la parola del Signore. 
Parola di Dio.
PRIMA LETTURA
Ne mangeranno e ne faranno avanzare.
Dal secondo libro dei Re
4, 42-44
XVII DOMENICA 
DEL TEMPO ORDINARIO
I",385
"Apri la tua mano, Signore, e sazia ogni vivente.
Ti lodino, Signore, tutte le tue opere
e ti benedicano i tuoi fedeli.
Dicano la gloria del tuo regno
e parlino della tua potenza.
Gli occhi di tutti a te sono rivolti in attesa
e tu dai loro il cibo a tempo opportuno.
Tu apri la tua mano
e sazi il desiderio di ogni vivente.
Giusto è il Signore in tutte le sue vie
e buono in tutte le sue opere.
Il Signore è vicino a chiunque lo invoca,
a quanti lo invocano con sincerità.
SALMO RESPONSORIALE
Dal Salmo 144 (145)",386
"ratelli, io, prigioniero a motivo del Signore, vi esor-
to: comportatevi in maniera degna della chiamata
che avete ricevuto, con ogni umiltà, dolcezza e ma-
gnanimità, sopportandovi a vicenda nell’amore, avendo a cuo-
re di conservare l’unità dello spirito per mezzo del vincolo
della pace. 
Un solo corpo e un solo spirito, come una sola è la speranza
alla quale siete stati chiamati, quella della vostra vocazione;
un solo Signore, una sola fede, un solo battesimo. Un solo
Dio e Padre di tutti, che è al di sopra di tutti, opera per mez-
zo di tutti ed è presente in tutti.
Parola di Dio.
Alleluia, alleluia.
Un grande profeta è sorto tra noi, 
e Dio ha visitato il suo popolo.
Alleluia.
SECONDA LETTURA
Un solo corpo, un solo Signore, una sola fede, 
un solo battesimo.
CANTO AL VANGELO
Lc 7, 16
Dalla lettera di san Paolo apostolo agli Efesìni
4, 1-6
F",387
"n quel tempo, Gesù passò all’altra riva del mare
di Galilea, cioè di Tiberìade, e lo seguiva una
grande folla, perché vedeva i segni che compiva
sugli infermi. Gesù salì sul monte e là si pose a
sedere con i suoi discepoli. Era vicina la Pa-
squa, la festa dei Giudei. 
Allora Gesù, alzàti gli occhi, vide che una grande folla veniva
da lui e disse a Filippo: «Dove potremo comprare il pane per-
ché costoro abbiano da mangiare?». Diceva così per metterlo
alla prova; egli infatti sapeva quello che stava per compiere.
Gli rispose Filippo: «Duecento denari di pane non sono suffi-
cienti neppure perché ognuno possa riceverne un pezzo». 
Gli disse allora uno dei suoi discepoli, Andrea, fratello di Si-
mon Pietro: «C’è qui un ragazzo che ha cinque pani d’orzo e
due pesci; ma che cos’è questo per tanta gente?». Rispose
Gesù: «Fateli sedere». C’era molta erba in quel luogo. Si mi-
sero dunque a sedere ed erano circa cinquemila uomini. 
Allora Gesù prese i pani e, dopo aver reso grazie, li diede a
quelli che erano seduti, e lo stesso fece dei pesci, quanto ne
volevano. 
E quando furono saziati, disse ai suoi discepoli: «Raccogliete
i pezzi avanzati, perché nulla vada perduto». Li raccolsero e
Dal Vangelo secondo Giovanni
6, 1-15
VANGELO
Distribuì a quelli che erano seduti 
quanto ne volevano.
I",388
"riempirono dodici canestri con i pezzi dei cinque pani d’orzo,
avanzati a coloro che avevano mangiato.
Allora la gente, visto il segno che egli aveva compiuto, dice-
va: «Questi è davvero il profeta, colui che viene nel mondo!».
Ma Gesù, sapendo che venivano a prenderlo per farlo re, si ri-
tirò di nuovo sul monte, lui da solo.
Parola del Signore.",389
"n quei giorni, nel deserto tutta la comunità degli
Israeliti mormorò contro Mosè e contro Aronne. 
Gli Israeliti dissero loro: «Fossimo morti per mano
del Signore nella terra d’Egitto, quando eravamo seduti presso
la pentola della carne, mangiando pane a sazietà! Invece ci
avete fatto uscire in questo deserto per far morire di fame
tutta questa moltitudine».
Allora il Signore disse a Mosè: «Ecco, io sto per far piovere
pane dal cielo per voi: il popolo uscirà a raccoglierne ogni
giorno la razione di un giorno, perché io lo metta alla prova,
per vedere se cammina o no secondo la mia legge. Ho inteso
la mormorazione degli Israeliti. Parla loro così: “Al tramonto
mangerete carne e alla mattina vi sazierete di pane; saprete
che io sono il Signore, vostro Dio”».
La sera le quaglie salirono e coprirono l’accampamento; al
mattino c’era uno strato di rugiada intorno all’accampamento.
Quando lo strato di rugiada svanì, ecco, sulla superficie del
deserto c’era una cosa fine e granulosa, minuta come è la bri-
PRIMA LETTURA
Io farò piovere pane dal cielo per voi.
Dal libro dell’Èsodo
16, 2-4.12-15
XVIII DOMENICA 
DEL TEMPO ORDINARIO
I",390
"na sulla terra. Gli Israeliti la videro e si dissero l’un l’altro:
«Che cos’è?», perché non sapevano che cosa fosse. Mosè dis-
se loro: «È il pane che il Signore vi ha dato in cibo». 
Parola di Dio.
Donaci, Signore, il pane del cielo.
Ciò che abbiamo udito e conosciuto
e i nostri padri ci hanno raccontato
non lo terremo nascosto ai nostri figli,
raccontando alla generazione futura
le azioni gloriose e potenti del Signore
e le meraviglie che egli ha compiuto.
Diede ordine alle nubi dall’alto
e aprì le porte del cielo;
fece piovere su di loro la manna per cibo
e diede loro pane del cielo.
L’uomo mangiò il pane dei forti;
diede loro cibo in abbondanza.
Li fece entrare nei confini del suo santuario,
questo monte che la sua destra si è acquistato.
SALMO RESPONSORIALE
Dal Salmo 77 (78)",391
"ratelli, vi dico e vi scongiuro nel Signore: non com-
portatevi più come i pagani con i loro vani pensieri. 
Voi non così avete imparato a conoscere il Cristo, se
davvero gli avete dato ascolto e se in lui siete stati istruiti,
secondo la verità che è in Gesù, ad abbandonare, con la sua
condotta di prima, l’uomo vecchio che si corrompe seguendo
le passioni ingannevoli, a rinnovarvi nello spirito della vostra
mente e a rivestire l’uomo nuovo, creato secondo Dio nella
giustizia e nella vera santità.
Parola di Dio.
Alleluia, alleluia.
Non di solo pane vivrà l’uomo,
ma di ogni parola che esce dalla bocca di Dio.
Alleluia.
SECONDA LETTURA
Rivestite l’uomo nuovo, creato secondo Dio.
CANTO AL VANGELO
Mt 4, 4b
Dalla lettera di san Paolo apostolo agli Efesìni
4, 17.20-24
F",392
"n quel tempo, quando la folla vide che Gesù
non era più là e nemmeno i suoi discepoli,
salì sulle barche e si diresse alla volta di
Cafàrnao alla ricerca di Gesù. Lo trovarono di
là dal mare e gli dissero: «Rabbì, quando sei
venuto qua?».
Gesù rispose loro: «In verità, in verità io vi dico: voi mi cer-
cate non perché avete visto dei segni, ma perché avete man-
giato di quei pani e vi siete saziati. Datevi da fare non per il
cibo che non dura, ma per il cibo che rimane per la vita eter-
na e che il Figlio dell’uomo vi darà. Perché su di lui il Padre,
Dio, ha messo il suo sigillo». 
Gli dissero allora: «Che cosa dobbiamo compiere per fare le
opere di Dio?». Gesù rispose loro: «Questa è l’opera di Dio:
che crediate in colui che egli ha mandato».
Allora gli dissero: «Quale segno tu compi perché vediamo e ti
crediamo? Quale opera fai? I nostri padri hanno mangiato la
manna nel deserto, come sta scritto: “Diede loro da mangiare
un pane dal cielo”». Rispose loro Gesù: «In verità, in verità io
vi dico: non è Mosè che vi ha dato il pane dal cielo, ma è il Pa-
dre mio che vi dà il pane dal cielo, quello vero. Infatti il pane
di Dio è colui che discende dal cielo e dà la vita al mondo». 
Dal Vangelo secondo Giovanni
6, 24-35
VANGELO
Chi viene a me non avrà fame 
e chi crede in me non avrà sete, mai!
I",393
